image,ground_truth,bbox,predicted_class,confidence
2715.jpg,scooter,"{'xmin': 86, 'ymin': 667, 'xmax': 347, 'ymax': 1038, 'class': 'scooter', 'class_id': 6}",,
2715.jpg,scooter,"{'xmin': 1616, 'ymin': 598, 'xmax': 1728, 'ymax': 777, 'class': 'scooter', 'class_id': 6}",,
2715.jpg,scooter,"{'xmin': 258, 'ymin': 636, 'xmax': 418, 'ymax': 809, 'class': 'scooter', 'class_id': 6}",,
2715.jpg,motorcycle,"{'xmin': 757, 'ymin': 607, 'xmax': 824, 'ymax': 712, 'class': 'motorcycle', 'class_id': 4}",,
2715.jpg,motorcycle,"{'xmin': 1439, 'ymin': 609, 'xmax': 1548, 'ymax': 728, 'class': 'motorcycle', 'class_id': 4}",,
2717.jpg,car,"{'xmin': 48, 'ymin': 372, 'xmax': 426, 'ymax': 624, 'class': 'car', 'class_id': 0}",,
2717.jpg,car,"{'xmin': 883, 'ymin': 336, 'xmax': 1029, 'ymax': 417, 'class': 'car', 'class_id': 0}",,
2717.jpg,autorickshaw,"{'xmin': 528, 'ymin': 336, 'xmax': 629, 'ymax': 461, 'class': 'autorickshaw', 'class_id': 5}",,
2717.jpg,car,"{'xmin': 485, 'ymin': 334, 'xmax': 526, 'ymax': 376, 'class': 'car', 'class_id': 0}",,
2717.jpg,autorickshaw,"{'xmin': 654, 'ymin': 335, 'xmax': 753, 'ymax': 450, 'class': 'autorickshaw', 'class_id': 5}",,
2717.jpg,truck,"{'xmin': 373, 'ymin': 284, 'xmax': 461, 'ymax': 412, 'class': 'truck', 'class_id': 1}",,
2718.jpg,scooter,"{'xmin': 593, 'ymin': 503, 'xmax': 661, 'ymax': 600, 'class': 'scooter', 'class_id': 6}",,
2718.jpg,autorickshaw,"{'xmin': 783, 'ymin': 443, 'xmax': 1138, 'ymax': 877, 'class': 'autorickshaw', 'class_id': 5}",,
2718.jpg,car,"{'xmin': 1378, 'ymin': 404, 'xmax': 1906, 'ymax': 775, 'class': 'car', 'class_id': 0}",,
2718.jpg,car,"{'xmin': 1076, 'ymin': 469, 'xmax': 1301, 'ymax': 711, 'class': 'car', 'class_id': 0}",,
2718.jpg,car,"{'xmin': 1078, 'ymin': 466, 'xmax': 1165, 'ymax': 481, 'class': 'car', 'class_id': 0}",,
2719.jpg,motorcycle,"{'xmin': 1494, 'ymin': 684, 'xmax': 1742, 'ymax': 967, 'class': 'motorcycle', 'class_id': 4}",,
272.jpg,autorickshaw,"{'xmin': 1585, 'ymin': 547, 'xmax': 1764, 'ymax': 771, 'class': 'autorickshaw', 'class_id': 5}",,
272.jpg,autorickshaw,"{'xmin': 1008, 'ymin': 542, 'xmax': 1577, 'ymax': 911, 'class': 'autorickshaw', 'class_id': 5}",,
272.jpg,autorickshaw,"{'xmin': 761, 'ymin': 534, 'xmax': 1025, 'ymax': 860, 'class': 'autorickshaw', 'class_id': 5}",,
272.jpg,car,"{'xmin': 638, 'ymin': 534, 'xmax': 829, 'ymax': 743, 'class': 'car', 'class_id': 0}",,
272.jpg,motorcycle,"{'xmin': 474, 'ymin': 641, 'xmax': 580, 'ymax': 788, 'class': 'motorcycle', 'class_id': 4}",,
272.jpg,scooter,"{'xmin': 997, 'ymin': 763, 'xmax': 1421, 'ymax': 1078, 'class': 'scooter', 'class_id': 6}",,
272.jpg,scooter,"{'xmin': 138, 'ymin': 790, 'xmax': 547, 'ymax': 1077, 'class': 'scooter', 'class_id': 6}",,
272.jpg,scooter,"{'xmin': 676, 'ymin': 673, 'xmax': 777, 'ymax': 798, 'class': 'scooter', 'class_id': 6}",,
2722.jpg,motorcycle,"{'xmin': 1346, 'ymin': 685, 'xmax': 1530, 'ymax': 916, 'class': 'motorcycle', 'class_id': 4}",,
2722.jpg,scooter,"{'xmin': 1579, 'ymin': 667, 'xmax': 1742, 'ymax': 833, 'class': 'scooter', 'class_id': 6}",,
2722.jpg,motorcycle,"{'xmin': 186, 'ymin': 621, 'xmax': 320, 'ymax': 851, 'class': 'motorcycle', 'class_id': 4}",,
2722.jpg,car,"{'xmin': 983, 'ymin': 594, 'xmax': 1130, 'ymax': 701, 'class': 'car', 'class_id': 0}",,
2723.jpg,motorcycle,"{'xmin': 1252, 'ymin': 599, 'xmax': 1418, 'ymax': 834, 'class': 'motorcycle', 'class_id': 4}",,
2723.jpg,motorcycle,"{'xmin': 1128, 'ymin': 603, 'xmax': 1292, 'ymax': 785, 'class': 'motorcycle', 'class_id': 4}",,
2723.jpg,autorickshaw,"{'xmin': 1, 'ymin': 560, 'xmax': 430, 'ymax': 995, 'class': 'autorickshaw', 'class_id': 5}",,
2725.jpg,car,"{'xmin': 1330, 'ymin': 587, 'xmax': 1577, 'ymax': 763, 'class': 'car', 'class_id': 0}",,
2725.jpg,autorickshaw,"{'xmin': 1, 'ymin': 616, 'xmax': 335, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2725.jpg,motorcycle,"{'xmin': 1600, 'ymin': 645, 'xmax': 1755, 'ymax': 793, 'class': 'motorcycle', 'class_id': 4}",,
2726.jpg,scooter,"{'xmin': 181, 'ymin': 627, 'xmax': 264, 'ymax': 755, 'class': 'scooter', 'class_id': 6}",,
2726.jpg,scooter,"{'xmin': 21, 'ymin': 596, 'xmax': 129, 'ymax': 711, 'class': 'scooter', 'class_id': 6}",,
2726.jpg,car,"{'xmin': 733, 'ymin': 580, 'xmax': 915, 'ymax': 757, 'class': 'car', 'class_id': 0}",,
2726.jpg,truck,"{'xmin': 462, 'ymin': 521, 'xmax': 608, 'ymax': 671, 'class': 'truck', 'class_id': 1}",,
2727.jpg,motorcycle,"{'xmin': 358, 'ymin': 604, 'xmax': 586, 'ymax': 933, 'class': 'motorcycle', 'class_id': 4}",,
2727.jpg,truck,"{'xmin': 685, 'ymin': 316, 'xmax': 1039, 'ymax': 679, 'class': 'truck', 'class_id': 1}",,
2728.jpg,autorickshaw,"{'xmin': 445, 'ymin': 578, 'xmax': 614, 'ymax': 750, 'class': 'autorickshaw', 'class_id': 5}",,
2728.jpg,autorickshaw,"{'xmin': 1697, 'ymin': 547, 'xmax': 1920, 'ymax': 1079, 'class': 'autorickshaw', 'class_id': 5}",,
2729.jpg,car,"{'xmin': 835, 'ymin': 605, 'xmax': 1045, 'ymax': 806, 'class': 'car', 'class_id': 0}",,
2729.jpg,scooter,"{'xmin': 551, 'ymin': 684, 'xmax': 674, 'ymax': 855, 'class': 'scooter', 'class_id': 6}",,
273.jpg,autorickshaw,"{'xmin': 438, 'ymin': 554, 'xmax': 833, 'ymax': 1027, 'class': 'autorickshaw', 'class_id': 5}",,
273.jpg,motorcycle,"{'xmin': 1302, 'ymin': 650, 'xmax': 1433, 'ymax': 784, 'class': 'motorcycle', 'class_id': 4}",,
2731.jpg,car,"{'xmin': 1223, 'ymin': 600, 'xmax': 1377, 'ymax': 734, 'class': 'car', 'class_id': 0}",,
2731.jpg,car,"{'xmin': 253, 'ymin': 663, 'xmax': 833, 'ymax': 1067, 'class': 'car', 'class_id': 0}",,
2731.jpg,car,"{'xmin': 82, 'ymin': 637, 'xmax': 291, 'ymax': 775, 'class': 'car', 'class_id': 0}",,
2731.jpg,bus,"{'xmin': 1379, 'ymin': 371, 'xmax': 1916, 'ymax': 895, 'class': 'bus', 'class_id': 2}",,
2731.jpg,car,"{'xmin': 893, 'ymin': 609, 'xmax': 965, 'ymax': 664, 'class': 'car', 'class_id': 0}",,
2731.jpg,car,"{'xmin': 276, 'ymin': 633, 'xmax': 475, 'ymax': 716, 'class': 'car', 'class_id': 0}",,
2732.jpg,scooter,"{'xmin': 1078, 'ymin': 667, 'xmax': 1350, 'ymax': 1075, 'class': 'scooter', 'class_id': 6}",,
2732.jpg,car,"{'xmin': 1273, 'ymin': 583, 'xmax': 1602, 'ymax': 872, 'class': 'car', 'class_id': 0}",,
2732.jpg,car,"{'xmin': 888, 'ymin': 508, 'xmax': 1210, 'ymax': 915, 'class': 'car', 'class_id': 0}",,
2732.jpg,scooter,"{'xmin': 541, 'ymin': 660, 'xmax': 822, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
2733.jpg,motorcycle,"{'xmin': 5, 'ymin': 787, 'xmax': 315, 'ymax': 1078, 'class': 'motorcycle', 'class_id': 4}",,
2733.jpg,car,"{'xmin': 1185, 'ymin': 596, 'xmax': 1336, 'ymax': 713, 'class': 'car', 'class_id': 0}",,
2733.jpg,motorcycle,"{'xmin': 576, 'ymin': 690, 'xmax': 746, 'ymax': 956, 'class': 'motorcycle', 'class_id': 4}",,
2733.jpg,scooter,"{'xmin': 704, 'ymin': 663, 'xmax': 806, 'ymax': 795, 'class': 'scooter', 'class_id': 6}",,
2733.jpg,car,"{'xmin': 929, 'ymin': 570, 'xmax': 1074, 'ymax': 731, 'class': 'car', 'class_id': 0}",,
2733.jpg,car,"{'xmin': 1434, 'ymin': 613, 'xmax': 1639, 'ymax': 784, 'class': 'car', 'class_id': 0}",,
2734.jpg,car,"{'xmin': 1563, 'ymin': 562, 'xmax': 1920, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2734.jpg,car,"{'xmin': 1434, 'ymin': 578, 'xmax': 1794, 'ymax': 868, 'class': 'car', 'class_id': 0}",,
2734.jpg,car,"{'xmin': 1036, 'ymin': 568, 'xmax': 1247, 'ymax': 742, 'class': 'car', 'class_id': 0}",,
2734.jpg,motorcycle,"{'xmin': 864, 'ymin': 612, 'xmax': 958, 'ymax': 756, 'class': 'motorcycle', 'class_id': 4}",,
2735.jpg,car,"{'xmin': 329, 'ymin': 441, 'xmax': 592, 'ymax': 652, 'class': 'car', 'class_id': 0}",,
2735.jpg,car,"{'xmin': 781, 'ymin': 463, 'xmax': 957, 'ymax': 631, 'class': 'car', 'class_id': 0}",,
2736.jpg,car,"{'xmin': 219, 'ymin': 339, 'xmax': 444, 'ymax': 519, 'class': 'car', 'class_id': 0}",,
2736.jpg,car,"{'xmin': 737, 'ymin': 312, 'xmax': 907, 'ymax': 461, 'class': 'car', 'class_id': 0}",,
2736.jpg,car,"{'xmin': 494, 'ymin': 362, 'xmax': 793, 'ymax': 615, 'class': 'car', 'class_id': 0}",,
2736.jpg,car,"{'xmin': 1, 'ymin': 409, 'xmax': 395, 'ymax': 720, 'class': 'car', 'class_id': 0}",,
2736.jpg,car,"{'xmin': 823, 'ymin': 371, 'xmax': 1280, 'ymax': 705, 'class': 'car', 'class_id': 0}",,
2738.jpg,car,"{'xmin': 1002, 'ymin': 599, 'xmax': 1054, 'ymax': 649, 'class': 'car', 'class_id': 0}",,
2738.jpg,car,"{'xmin': 431, 'ymin': 525, 'xmax': 642, 'ymax': 663, 'class': 'car', 'class_id': 0}",,
2738.jpg,car,"{'xmin': 368, 'ymin': 630, 'xmax': 818, 'ymax': 972, 'class': 'car', 'class_id': 0}",,
2738.jpg,car,"{'xmin': 724, 'ymin': 600, 'xmax': 782, 'ymax': 650, 'class': 'car', 'class_id': 0}",,
2739.jpg,car,"{'xmin': 1030, 'ymin': 544, 'xmax': 1862, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
274.jpg,motorcycle,"{'xmin': 1430, 'ymin': 516, 'xmax': 1485, 'ymax': 601, 'class': 'motorcycle', 'class_id': 4}",,
274.jpg,scooter,"{'xmin': 945, 'ymin': 516, 'xmax': 1001, 'ymax': 611, 'class': 'scooter', 'class_id': 6}",,
274.jpg,autorickshaw,"{'xmin': 1486, 'ymin': 480, 'xmax': 1548, 'ymax': 562, 'class': 'autorickshaw', 'class_id': 5}",,
274.jpg,autorickshaw,"{'xmin': 1430, 'ymin': 475, 'xmax': 1493, 'ymax': 557, 'class': 'autorickshaw', 'class_id': 5}",,
274.jpg,autorickshaw,"{'xmin': 846, 'ymin': 464, 'xmax': 909, 'ymax': 536, 'class': 'autorickshaw', 'class_id': 5}",,
274.jpg,bus,"{'xmin': 1204, 'ymin': 441, 'xmax': 1279, 'ymax': 459, 'class': 'bus', 'class_id': 2}",,
274.jpg,autorickshaw,"{'xmin': 1378, 'ymin': 466, 'xmax': 1433, 'ymax': 555, 'class': 'autorickshaw', 'class_id': 5}",,
274.jpg,autorickshaw,"{'xmin': 1123, 'ymin': 453, 'xmax': 1435, 'ymax': 846, 'class': 'autorickshaw', 'class_id': 5}",,
2740.jpg,autorickshaw,"{'xmin': 819, 'ymin': 589, 'xmax': 1118, 'ymax': 943, 'class': 'autorickshaw', 'class_id': 5}",,
2740.jpg,motorcycle,"{'xmin': 570, 'ymin': 758, 'xmax': 779, 'ymax': 1065, 'class': 'motorcycle', 'class_id': 4}",,
2740.jpg,motorcycle,"{'xmin': 1237, 'ymin': 640, 'xmax': 1349, 'ymax': 742, 'class': 'motorcycle', 'class_id': 4}",,
2740.jpg,motorcycle,"{'xmin': 1118, 'ymin': 702, 'xmax': 1267, 'ymax': 886, 'class': 'motorcycle', 'class_id': 4}",,
2740.jpg,autorickshaw,"{'xmin': 1, 'ymin': 645, 'xmax': 393, 'ymax': 984, 'class': 'autorickshaw', 'class_id': 5}",,
2742.jpg,motorcycle,"{'xmin': 1407, 'ymin': 743, 'xmax': 1530, 'ymax': 950, 'class': 'motorcycle', 'class_id': 4}",,
2742.jpg,motorcycle,"{'xmin': 1599, 'ymin': 685, 'xmax': 1836, 'ymax': 1006, 'class': 'motorcycle', 'class_id': 4}",,
2742.jpg,scooter,"{'xmin': 168, 'ymin': 824, 'xmax': 518, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
2742.jpg,truck,"{'xmin': 465, 'ymin': 471, 'xmax': 902, 'ymax': 648, 'class': 'truck', 'class_id': 1}",,
2742.jpg,motorcycle,"{'xmin': 804, 'ymin': 683, 'xmax': 1035, 'ymax': 1056, 'class': 'motorcycle', 'class_id': 4}",,
2743.jpg,autorickshaw,"{'xmin': 493, 'ymin': 616, 'xmax': 792, 'ymax': 952, 'class': 'autorickshaw', 'class_id': 5}",,
2743.jpg,car,"{'xmin': 877, 'ymin': 622, 'xmax': 1085, 'ymax': 812, 'class': 'car', 'class_id': 0}",,
2743.jpg,car,"{'xmin': 314, 'ymin': 660, 'xmax': 514, 'ymax': 887, 'class': 'car', 'class_id': 0}",,
2743.jpg,scooter,"{'xmin': 895, 'ymin': 672, 'xmax': 1026, 'ymax': 907, 'class': 'scooter', 'class_id': 6}",,
2743.jpg,scooter,"{'xmin': 787, 'ymin': 664, 'xmax': 870, 'ymax': 780, 'class': 'scooter', 'class_id': 6}",,
2743.jpg,car,"{'xmin': 1113, 'ymin': 621, 'xmax': 1306, 'ymax': 785, 'class': 'car', 'class_id': 0}",,
2743.jpg,car,"{'xmin': 1265, 'ymin': 626, 'xmax': 1920, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2743.jpg,motorcycle,"{'xmin': 168, 'ymin': 719, 'xmax': 323, 'ymax': 911, 'class': 'motorcycle', 'class_id': 4}",,
2744.jpg,scooter,"{'xmin': 851, 'ymin': 632, 'xmax': 959, 'ymax': 822, 'class': 'scooter', 'class_id': 6}",,
2744.jpg,autorickshaw,"{'xmin': 1024, 'ymin': 550, 'xmax': 1330, 'ymax': 783, 'class': 'autorickshaw', 'class_id': 5}",,
2744.jpg,scooter,"{'xmin': 1125, 'ymin': 615, 'xmax': 1268, 'ymax': 855, 'class': 'scooter', 'class_id': 6}",,
2744.jpg,motorcycle,"{'xmin': 880, 'ymin': 620, 'xmax': 1104, 'ymax': 947, 'class': 'motorcycle', 'class_id': 4}",,
2744.jpg,motorcycle,"{'xmin': 1505, 'ymin': 714, 'xmax': 1762, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
2744.jpg,car,"{'xmin': 355, 'ymin': 566, 'xmax': 804, 'ymax': 940, 'class': 'car', 'class_id': 0}",,
2745.jpg,bus,"{'xmin': 820, 'ymin': 234, 'xmax': 1560, 'ymax': 971, 'class': 'bus', 'class_id': 2}",,
2745.jpg,autorickshaw,"{'xmin': 434, 'ymin': 457, 'xmax': 795, 'ymax': 949, 'class': 'autorickshaw', 'class_id': 5}",,
2745.jpg,motorcycle,"{'xmin': 217, 'ymin': 735, 'xmax': 439, 'ymax': 1079, 'class': 'motorcycle', 'class_id': 4}",,
2746.jpg,scooter,"{'xmin': 269, 'ymin': 738, 'xmax': 361, 'ymax': 919, 'class': 'scooter', 'class_id': 6}",,
2746.jpg,motorcycle,"{'xmin': 1071, 'ymin': 661, 'xmax': 1212, 'ymax': 863, 'class': 'motorcycle', 'class_id': 4}",,
2746.jpg,scooter,"{'xmin': 1368, 'ymin': 658, 'xmax': 1468, 'ymax': 810, 'class': 'scooter', 'class_id': 6}",,
2746.jpg,motorcycle,"{'xmin': 2, 'ymin': 767, 'xmax': 240, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
2746.jpg,motorcycle,"{'xmin': 1028, 'ymin': 615, 'xmax': 1117, 'ymax': 763, 'class': 'motorcycle', 'class_id': 4}",,
2746.jpg,autorickshaw,"{'xmin': 1182, 'ymin': 542, 'xmax': 1343, 'ymax': 736, 'class': 'autorickshaw', 'class_id': 5}",,
2746.jpg,autorickshaw,"{'xmin': 1564, 'ymin': 545, 'xmax': 1920, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2746.jpg,autorickshaw,"{'xmin': 334, 'ymin': 558, 'xmax': 996, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2747.jpg,motorcycle,"{'xmin': 1430, 'ymin': 678, 'xmax': 1671, 'ymax': 1003, 'class': 'motorcycle', 'class_id': 4}",,
2747.jpg,car,"{'xmin': 290, 'ymin': 608, 'xmax': 692, 'ymax': 856, 'class': 'car', 'class_id': 0}",,
2747.jpg,motorcycle,"{'xmin': 676, 'ymin': 674, 'xmax': 828, 'ymax': 897, 'class': 'motorcycle', 'class_id': 4}",,
2747.jpg,car,"{'xmin': 776, 'ymin': 609, 'xmax': 1458, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2747.jpg,motorcycle,"{'xmin': 1, 'ymin': 778, 'xmax': 295, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
2747.jpg,bus,"{'xmin': 1, 'ymin': 391, 'xmax': 387, 'ymax': 783, 'class': 'bus', 'class_id': 2}",,
2747.jpg,autorickshaw,"{'xmin': 1403, 'ymin': 577, 'xmax': 1593, 'ymax': 765, 'class': 'autorickshaw', 'class_id': 5}",,
2748.jpg,truck,"{'xmin': 1447, 'ymin': 471, 'xmax': 1919, 'ymax': 999, 'class': 'truck', 'class_id': 1}",,
2748.jpg,car,"{'xmin': 996, 'ymin': 569, 'xmax': 1267, 'ymax': 781, 'class': 'car', 'class_id': 0}",,
2748.jpg,motorcycle,"{'xmin': 852, 'ymin': 660, 'xmax': 1065, 'ymax': 906, 'class': 'motorcycle', 'class_id': 4}",,
2748.jpg,motorcycle,"{'xmin': 1121, 'ymin': 743, 'xmax': 1482, 'ymax': 1075, 'class': 'motorcycle', 'class_id': 4}",,
2749.jpg,car,"{'xmin': 1, 'ymin': 575, 'xmax': 532, 'ymax': 927, 'class': 'car', 'class_id': 0}",,
2749.jpg,truck,"{'xmin': 514, 'ymin': 210, 'xmax': 1212, 'ymax': 926, 'class': 'truck', 'class_id': 1}",,
2749.jpg,motorcycle,"{'xmin': 735, 'ymin': 701, 'xmax': 1138, 'ymax': 1079, 'class': 'motorcycle', 'class_id': 4}",,
2749.jpg,car,"{'xmin': 1707, 'ymin': 582, 'xmax': 1881, 'ymax': 682, 'class': 'car', 'class_id': 0}",,
275.jpg,motorcycle,"{'xmin': 1293, 'ymin': 619, 'xmax': 1413, 'ymax': 703, 'class': 'motorcycle', 'class_id': 4}",,
275.jpg,car,"{'xmin': 1154, 'ymin': 564, 'xmax': 1252, 'ymax': 655, 'class': 'car', 'class_id': 0}",,
275.jpg,motorcycle,"{'xmin': 751, 'ymin': 660, 'xmax': 952, 'ymax': 987, 'class': 'motorcycle', 'class_id': 4}",,
275.jpg,motorcycle,"{'xmin': 961, 'ymin': 638, 'xmax': 1066, 'ymax': 805, 'class': 'motorcycle', 'class_id': 4}",,
275.jpg,scooter,"{'xmin': 245, 'ymin': 694, 'xmax': 440, 'ymax': 1035, 'class': 'scooter', 'class_id': 6}",,
2751.jpg,motorcycle,"{'xmin': 1311, 'ymin': 693, 'xmax': 1450, 'ymax': 894, 'class': 'motorcycle', 'class_id': 4}",,
2751.jpg,motorcycle,"{'xmin': 803, 'ymin': 667, 'xmax': 1002, 'ymax': 1004, 'class': 'motorcycle', 'class_id': 4}",,
2751.jpg,scooter,"{'xmin': 1041, 'ymin': 719, 'xmax': 1372, 'ymax': 1080, 'class': 'scooter', 'class_id': 6}",,
2751.jpg,motorcycle,"{'xmin': 1581, 'ymin': 645, 'xmax': 1756, 'ymax': 919, 'class': 'motorcycle', 'class_id': 4}",,
2751.jpg,scooter,"{'xmin': 592, 'ymin': 710, 'xmax': 759, 'ymax': 1003, 'class': 'scooter', 'class_id': 6}",,
2751.jpg,motorcycle,"{'xmin': 152, 'ymin': 706, 'xmax': 344, 'ymax': 975, 'class': 'motorcycle', 'class_id': 4}",,
2751.jpg,scooter,"{'xmin': 312, 'ymin': 720, 'xmax': 574, 'ymax': 1063, 'class': 'scooter', 'class_id': 6}",,
2751.jpg,scooter,"{'xmin': 91, 'ymin': 733, 'xmax': 226, 'ymax': 894, 'class': 'scooter', 'class_id': 6}",,
2753.jpg,motorcycle,"{'xmin': 861, 'ymin': 632, 'xmax': 980, 'ymax': 841, 'class': 'motorcycle', 'class_id': 4}",,
2753.jpg,motorcycle,"{'xmin': 1323, 'ymin': 634, 'xmax': 1411, 'ymax': 764, 'class': 'motorcycle', 'class_id': 4}",,
2753.jpg,motorcycle,"{'xmin': 481, 'ymin': 610, 'xmax': 589, 'ymax': 722, 'class': 'motorcycle', 'class_id': 4}",,
2753.jpg,scooter,"{'xmin': 286, 'ymin': 678, 'xmax': 570, 'ymax': 1052, 'class': 'scooter', 'class_id': 6}",,
2753.jpg,autorickshaw,"{'xmin': 1088, 'ymin': 565, 'xmax': 1250, 'ymax': 747, 'class': 'autorickshaw', 'class_id': 5}",,
2753.jpg,motorcycle,"{'xmin': 255, 'ymin': 616, 'xmax': 395, 'ymax': 732, 'class': 'motorcycle', 'class_id': 4}",,
2753.jpg,car,"{'xmin': 1, 'ymin': 605, 'xmax': 343, 'ymax': 980, 'class': 'car', 'class_id': 0}",,
2753.jpg,autorickshaw,"{'xmin': 1736, 'ymin': 571, 'xmax': 1917, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2754.jpg,motorcycle,"{'xmin': 1814, 'ymin': 642, 'xmax': 1920, 'ymax': 794, 'class': 'motorcycle', 'class_id': 4}",,
2754.jpg,scooter,"{'xmin': 1246, 'ymin': 610, 'xmax': 1326, 'ymax': 708, 'class': 'scooter', 'class_id': 6}",,
2754.jpg,motorcycle,"{'xmin': 906, 'ymin': 682, 'xmax': 1020, 'ymax': 864, 'class': 'motorcycle', 'class_id': 4}",,
2754.jpg,scooter,"{'xmin': 40, 'ymin': 680, 'xmax': 334, 'ymax': 958, 'class': 'scooter', 'class_id': 6}",,
2754.jpg,scooter,"{'xmin': 386, 'ymin': 633, 'xmax': 477, 'ymax': 766, 'class': 'scooter', 'class_id': 6}",,
2754.jpg,autorickshaw,"{'xmin': 1426, 'ymin': 426, 'xmax': 1754, 'ymax': 807, 'class': 'autorickshaw', 'class_id': 5}",,
2754.jpg,autorickshaw,"{'xmin': 490, 'ymin': 542, 'xmax': 891, 'ymax': 1025, 'class': 'autorickshaw', 'class_id': 5}",,
2754.jpg,motorcycle,"{'xmin': 438, 'ymin': 630, 'xmax': 526, 'ymax': 774, 'class': 'motorcycle', 'class_id': 4}",,
2755.jpg,scooter,"{'xmin': 1451, 'ymin': 714, 'xmax': 1721, 'ymax': 1073, 'class': 'scooter', 'class_id': 6}",,
2755.jpg,autorickshaw,"{'xmin': 1, 'ymin': 594, 'xmax': 646, 'ymax': 1080, 'class': 'autorickshaw', 'class_id': 5}",,
2755.jpg,car,"{'xmin': 1370, 'ymin': 638, 'xmax': 1883, 'ymax': 944, 'class': 'car', 'class_id': 0}",,
2755.jpg,autorickshaw,"{'xmin': 690, 'ymin': 590, 'xmax': 1017, 'ymax': 1005, 'class': 'autorickshaw', 'class_id': 5}",,
2755.jpg,car,"{'xmin': 1031, 'ymin': 598, 'xmax': 1401, 'ymax': 947, 'class': 'car', 'class_id': 0}",,
2755.jpg,motorcycle,"{'xmin': 1171, 'ymin': 767, 'xmax': 1398, 'ymax': 1079, 'class': 'motorcycle', 'class_id': 4}",,
2755.jpg,bus,"{'xmin': 1567, 'ymin': 525, 'xmax': 1919, 'ymax': 722, 'class': 'bus', 'class_id': 2}",,
2758.jpg,scooter,"{'xmin': 1233, 'ymin': 548, 'xmax': 1321, 'ymax': 711, 'class': 'scooter', 'class_id': 6}",,
2758.jpg,car,"{'xmin': 1, 'ymin': 650, 'xmax': 486, 'ymax': 1080, 'class': 'car', 'class_id': 0}",,
2759.jpg,truck,"{'xmin': 1436, 'ymin': 387, 'xmax': 1920, 'ymax': 977, 'class': 'truck', 'class_id': 1}",,
2759.jpg,autorickshaw,"{'xmin': 745, 'ymin': 524, 'xmax': 994, 'ymax': 803, 'class': 'autorickshaw', 'class_id': 5}",,
2759.jpg,autorickshaw,"{'xmin': 1272, 'ymin': 554, 'xmax': 1446, 'ymax': 735, 'class': 'autorickshaw', 'class_id': 5}",,
2759.jpg,motorcycle,"{'xmin': 35, 'ymin': 883, 'xmax': 354, 'ymax': 1080, 'class': 'motorcycle', 'class_id': 4}",,
2760.jpg,bus,"{'xmin': 653, 'ymin': 301, 'xmax': 759, 'ymax': 386, 'class': 'bus', 'class_id': 2}",,
2760.jpg,car,"{'xmin': 200, 'ymin': 348, 'xmax': 366, 'ymax': 459, 'class': 'car', 'class_id': 0}",,
2760.jpg,car,"{'xmin': 1043, 'ymin': 368, 'xmax': 1280, 'ymax': 591, 'class': 'car', 'class_id': 0}",,
2760.jpg,motorcycle,"{'xmin': 564, 'ymin': 365, 'xmax': 617, 'ymax': 454, 'class': 'motorcycle', 'class_id': 4}",,
2760.jpg,car,"{'xmin': 0, 'ymin': 460, 'xmax': 112, 'ymax': 644, 'class': 'car', 'class_id': 0}",,
2760.jpg,car,"{'xmin': 307, 'ymin': 326, 'xmax': 453, 'ymax': 426, 'class': 'car', 'class_id': 0}",,
2761.jpg,autorickshaw,"{'xmin': 240, 'ymin': 572, 'xmax': 486, 'ymax': 795, 'class': 'autorickshaw', 'class_id': 5}",,
2761.jpg,car,"{'xmin': 936, 'ymin': 574, 'xmax': 1035, 'ymax': 661, 'class': 'car', 'class_id': 0}",,
2763.jpg,motorcycle,"{'xmin': 2, 'ymin': 713, 'xmax': 185, 'ymax': 1034, 'class': 'motorcycle', 'class_id': 4}",,
2763.jpg,motorcycle,"{'xmin': 269, 'ymin': 663, 'xmax': 481, 'ymax': 901, 'class': 'motorcycle', 'class_id': 4}",,
2763.jpg,autorickshaw,"{'xmin': 432, 'ymin': 558, 'xmax': 682, 'ymax': 844, 'class': 'autorickshaw', 'class_id': 5}",,
2763.jpg,motorcycle,"{'xmin': 1154, 'ymin': 633, 'xmax': 1223, 'ymax': 739, 'class': 'motorcycle', 'class_id': 4}",,
2763.jpg,scooter,"{'xmin': 1085, 'ymin': 616, 'xmax': 1148, 'ymax': 716, 'class': 'scooter', 'class_id': 6}",,
2763.jpg,scooter,"{'xmin': 1255, 'ymin': 659, 'xmax': 1442, 'ymax': 893, 'class': 'scooter', 'class_id': 6}",,
2763.jpg,autorickshaw,"{'xmin': 1706, 'ymin': 548, 'xmax': 1920, 'ymax': 833, 'class': 'autorickshaw', 'class_id': 5}",,
